## Term ##
low-pur 1361803 3.35102285258
quarter-turn 1361829 3.35102285258
lignin 1361855 2.87390159786
200-300.degre 1361930 3.35102285258
mono 1361956 3.04999285692
pertain 1362007 2.5728716022
chemical-phys 1362178 3.35102285258
floatabl 1362204 3.35102285258
nearbi 1362230 2.87390159786
biocompat 1362307 3.35102285258
inconsist 1362332 2.87390159786
selenium 1362420 2.5728716022
dispatch 1362569 3.35102285258
phosphin 1362601 3.04999285692
exploit 1362651 2.5728716022
non-defect 1362805 3.35102285258
double-con 1362830 3.35102285258
amino 1362854 3.04999285692
clarif 1362905 2.39678034314
non-oxid 1363131 2.87390159786
cation-bind 1363208 3.04999285692
invert 1363258 2.5728716022
156 1363428 3.35102285258
invers 1363458 2.65205284825
surplu 1363591 3.35102285258
heat-treat 1363616 3.35102285258
non-renew 1363641 3.35102285258
pre-equilibr 1363667 3.35102285258
crumb 1363693 2.87390159786
longitudin 1363768 2.20489481691
4-6 1364138 3.35102285258
these 1364164 1.36425111832
120.degre 1366693 3.35102285258
high-pressur 1366719 2.65205284825
wastewater-catch 1366857 3.35102285258
electrochem 1366882 2.17493159353
polymer 1367269 1.87390159786
erad 1368024 2.65205284825
sawdust 1368149 2.65205284825
soil 1368276 1.67892499465
metric 1369464 3.35102285258
henc 1369495 3.35102285258
chromat 1369519 2.87390159786
uncov 1369596 2.87390159786
bias 1369679 2.50592481257
eras 1369871 3.35102285258
anthrax 1369897 3.35102285258
waterway 1369923 2.74896286126
oxygen-surplu 1370025 3.04999285692
motion-blur 1370075 3.04999285692
develop 1370135 1.87390159786
media 1370925 1.22068908409
medic 1374425 1.87390159786
leucocyt 1375259 3.35102285258
document 1375284 1.93604950461
sulphate-reduc 1375994 2.87390159786
folat 1376069 3.35102285258
finish 1376095 2.30963016743
glycat 1376407 3.35102285258
foam 1376431 1.85966115875
hemofiltr 1377285 3.35102285258
fly-through 1377310 3.35102285258
diatomit 1377342 3.35102285258
charger 1377367 2.07226925163
ccd 1377905 2.87390159786
regio-specific/stereo-specif 1377983 3.35102285258
non-biometr 1378009 3.35102285258
bioartifici 1378040 3.04999285692
thereinsid 1378088 3.35102285258
livestock 1378113 2.74896286126
itacon 1378224 3.35102285258
neon 1378250 3.35102285258
bitmap 1378281 3.35102285258
polyketid 1378306 3.35102285258
touch 1378332 2.5728716022
speed 1378497 1.73823899586
polymer/polym 1379619 3.35102285258
death 1379644 2.87390159786
refurbish 1379727 3.35102285258
identif 1379752 1.83250891271
treatment 1380688 0.672504473544
controlled-reaction-volum 1392695 2.87390159786
momentum 1392770 2.65205284825
real 1392902 2.35102285258
psi 1393188 3.35102285258
hypothesi 1393214 2.87390159786
read 1393297 2.20489481691
outermost 1393675 3.35102285258
specimen 1393707 2.87390159786
bubble-laden 1393782 3.04999285692
adenoviru 1393840 3.35102285258
envis 1393865 3.04999285692
methylen 1393916 3.35102285258
0.50 1393942 3.35102285258
detoxifi 1393967 2.74896286126
rear 1394070 2.02880355785
malodor 1394633 3.35102285258
benefit 1394658 2.30963016743
t 1394947 2.65205284825
cascad 1395087 2.87390159786
manpow 1395164 3.04999285692
output 1395216 1.48179113285
downward 1397252 2.20489481691
synga 1397627 3.04999285692
solid-liquid 1397678 2.09575034748
nucleic 1398136 2.27184160654
intend 1398436 2.20489481691
viral 1398803 3.35102285258
characteris 1398829 3.04999285692
aquif 1398880 2.44793286559
sixti 1399079 3.35102285258
sixth 1399104 3.35102285258
macro-inspect 1399130 3.35102285258
1933 1399156 3.35102285258
flotat 1399181 1.91965908843
gravity-f 1399884 3.04999285692
strainer 1399935 2.39678034314
denitifr 1400170 3.35102285258
standstil 1400195 3.35102285258
srb 1400225 3.04999285692
comparison 1400276 1.98929501657
lab-on-a-chip 1400901 3.35102285258
central 1400927 1.79472035182
greatli 1401873 2.39678034314
choh 1402120 3.35102285258
liquid-solid 1402146 3.04999285692
antibodi 1402196 2.65205284825
chop 1402319 3.04999285692
degre 1402371 1.84587287426
agglomer 1403214 2.09575034748
trailer 1403673 3.04999285692
srt 1403723 3.04999285692
underwat 1403775 2.65205284825
backup 1403900 3.04999285692
processor 1403955 2.02880355785
heater 1404515 2.39678034314
anti-biofilm 1404769 3.35102285258
standing-wav 1404795 3.35102285258
your 1404826 3.35102285258
log 1404852 2.50592481257
area 1405039 1.27914084528
aren 1408169 3.35102285258
start 1408194 2.20489481691
low 1408564 1.30180482991
lot 1411422 2.74896286126
premis 1411537 3.35102285258
leach 1411562 2.50592481257
pitcher 1411740 3.35102285258
oscil 1411765 2.5728716022
posterior 1411921 3.04999285692
satur 1411982 2.00860017176
crossflow 1412545 3.35102285258
one-stag 1412570 2.87390159786
fraud 1412664 2.87390159786
hetertroph 1412748 3.35102285258
waterwork 1412774 3.35102285258
default 1412798 3.35102285258
succin 1412829 3.35102285258
microemulsion 1412855 3.35102285258
bucket 1412886 3.04999285692
stochast 1412937 3.35102285258
co.sub.2h 1412963 3.35102285258
604 1412989 3.35102285258
loadabl 1413020 3.35102285258
scanner 1413045 2.39678034314
chemical/mechan 1413300 3.04999285692
602 1413350 3.35102285258
0.1-10 1413381 3.35102285258
1206 1413406 3.35102285258
fugit 1413432 3.04999285692
608 1413482 3.35102285258
nerv 1413513 3.35102285258
twin-fluid 1413539 3.04999285692
decreas 1413597 2.07226925163
cost-effect 1414104 3.04999285692
sheath 1414161 3.35102285258
oxiran 1414186 3.35102285258
space-effici 1414211 3.35102285258
antenna 1414236 2.44793286559
estacionaria 1414464 3.35102285258
pumic 1414495 3.35102285258
aliphat 1414521 2.87390159786
non-splash 1414597 3.35102285258
valid 1414623 2.44793286559
ascorb 1414858 3.35102285258
client-serv 1414883 3.04999285692
earthen 1414945 3.35102285258
3-d 1414971 2.87390159786
juic 1415054 3.35102285258
poor 1415079 2.74896286126
polar 1415194 2.27184160654
peat 1415518 2.50592481257
stand-alon 1415698 2.87390159786
multidimension 1415780 2.5728716022
peal 1415943 3.35102285258
meruri 1415969 3.35102285258
peak 1415994 2.50592481257
.sup.199tl 1416183 3.35102285258
pool 1416208 2.12057393121
barcod 1416641 3.35102285258
reduc 1416666 0.967207486604
animalcular 1422899 3.35102285258
sulphid 1422925 2.65205284825
month 1423050 3.04999285692
correl 1423101 2.23707950028
capsul 1423470 3.04999285692
sulphit 1423526 3.35102285258
-a 1423552 3.35102285258
mercury-fre 1423578 3.35102285258
compression/decompress 1423603 3.35102285258
bulg 1423635 3.35102285258
converter-defibril 1423663 3.35102285258
articl 1423689 2.02880355785
foster 1424253 2.65205284825
naegleria 1424383 3.35102285258
apport 1424408 3.35102285258
sustain 1424434 2.20489481691
seventh 1424802 3.35102285258
mpa 1424828 2.65205284825
multi-panel 1424955 3.35102285258
7-9 1424981 3.35102285258
polycarbon 1425006 2.74896286126
.sub.3si 1425114 3.35102285258
mechan 1425139 1.29032501223
work-bas 1428188 3.35102285258
precipitat 1428214 3.35102285258
anti-microbi 1428239 3.35102285258
cellulose-bas 1428264 3.35102285258
-- 1428290 1.97081161087
eutroph 1428907 3.35102285258
menor 1428932 3.35102285258
multi-effect 1428963 3.35102285258
-4 1428988 3.35102285258
-1 1429013 3.35102285258
cosin 1429038 3.35102285258
-2 1429064 3.35102285258
geotextil 1429089 3.35102285258
curabl 1429114 3.35102285258
dimens 1429145 2.27184160654
extracted/ent 1429462 3.35102285258
unmark 1429487 3.35102285258
aeration/mix 1429512 3.04999285692
hamper 1429562 3.35102285258
electrokinet 1429587 3.04999285692
.alpha.-f 1429638 3.35102285258
nano 1429663 2.74896286126
learner 1429771 3.35102285258
skid 1429802 3.35102285258
consecut 1429825 2.74896286126
sanitis 1429928 3.35102285258
upflow 1429952 2.30963016743
microbubbl 1430228 1.60283482558
0.50.ltoreq.m/t.ltoreq.3.50 1431801 3.35102285258
100-2,500 1431826 3.35102285258
modular 1431852 2.07226925163
uneven 1432343 3.04999285692
trunk 1432400 3.35102285258
i.e 1432426 2.5728716022
adsorption-bas 1432586 3.35102285258
strong 1432610 2.30963016743
modifi 1432899 1.61066016309
ultra 1434331 2.87390159786
hydroperoxid 1434412 3.35102285258
double-fac 1434437 3.35102285258
amount 1434461 1.19568681512
medicin 1438213 2.65205284825
mobile-phas 1438354 3.35102285258
catalyz 1438380 2.5728716022
ask 1438535 3.04999285692
fail-saf 1438594 3.35102285258
famili 1438624 3.35102285258
add-on 1438649 3.35102285258
restrictor 1438675 3.04999285692
aggress 1438728 3.35102285258
.mu.m.sup.2 1438753 3.35102285258
injuri 1438778 3.35102285258
writing-erasing-rewrit 1438804 3.35102285258
almost 1438829 2.87390159786
formul 1438906 2.14690286993
taken 1439322 2.30963016743
basi 1439614 1.90386482124
diod 1440384 2.50592481257
bio-fuel 1440592 3.35102285258
diol 1440618 3.04999285692
preciou 1440669 3.35102285258
lipoprotein 1440694 3.04999285692
suction 1440750 2.30963016743
abras 1441040 3.35102285258
grill 1441066 3.35102285258
take-off 1441097 3.35102285258
histori 1441123 3.35102285258
consortia 1441154 3.35102285258
apfo 1441179 3.35102285258
oilfield 1441204 2.87390159786
semi-enclos 1441279 3.35102285258
f1 1441304 3.35102285258
introducido 1441332 3.35102285258
phosphon 1441363 3.04999285692
templat 1441413 2.50592481257
firmli 1441612 3.35102285258
coarse-grain 1441637 3.35102285258
phosphor 1441668 2.27184160654
phrase 1441968 2.74896286126
clamp 1442088 3.35102285258
antidepress 1442119 3.35102285258
f. 1442145 2.65205284825
contraction/enlarg 1442271 2.87390159786
anoth 1442352 1.38253990403
surprisingli 1444822 3.04999285692
sealingli 1444873 3.04999285692
to-be-regist 1444924 3.35102285258
reject 1444950 2.30963016743
fp 1445235 3.04999285692
x.dbd. 1445297 3.35102285258
threat 1445323 2.74896286126
gase 1445429 1.69781033881
nanocrystallin 1446561 3.35102285258
off-load 1446586 3.35102285258
fe 1446612 2.74896286126
fi 1446715 3.35102285258
gass 1446745 2.74896286126
a 1446842 0.0117702185514
stabil 1503977 1.97081161087
lifetim 1504590 2.74896286126
sorbefaci 1504693 3.04999285692
moraxella 1504745 3.35102285258
boron-contain 1504770 3.04999285692
earthworm 1504819 3.04999285692
help 1504869 2.12057393121
reservoir 1505325 1.95308284391
co-curr 1505953 3.04999285692
magnesium-rich 1506004 3.35102285258
adjuster-bas 1506029 3.35102285258
thermal 1506054 1.80695480823
steril 1506981 1.88862485469
soot 1507740 3.35102285258
uvc 1507765 3.35102285258
oil/wat 1507790 3.04999285692
cardiovascular 1507841 3.04999285692
hemolyz 1507896 3.35102285258
magnetic-bas 1507922 3.35102285258
nanosorb 1507947 3.35102285258
semiperm 1507972 2.50592481257
battery-pack 1508148 3.35102285258
reseal 1508179 3.35102285258
finer 1508205 3.04999285692
fool 1508267 3.35102285258
food 1508298 1.95308284391
organosilica 1508938 3.35102285258
yy 1508963 3.35102285258
copolymeriz 1508991 3.35102285258
for-treat 1509017 3.35102285258
photoelectr 1509042 3.35102285258
foot 1509068 3.04999285692
placehold 1509123 3.35102285258
audiomet 1509153 3.35102285258
radiat 1509178 1.84587287426
depositori 1510010 3.35102285258
ifa 1510035 3.35102285258
radial 1510060 2.30963016743
reductive-oxid 1510341 3.35102285258
fulli 1510366 2.27184160654
intervent 1510685 2.87390159786
anhydr 1510767 3.35102285258
microelectr 1510792 3.35102285258
taylor-couett 1510819 3.35102285258
heavi 1510844 1.80695480823
n.sub.2 1511738 3.35102285258
quantum 1511764 3.35102285258
beyond 1511789 2.87390159786
todo 1511866 3.04999285692
event 1511926 1.97081161087
.delta.pn 1512618 3.35102285258
user.a 1512644 3.35102285258
safeti 1512675 2.23707950028
limeston 1513021 2.74896286126
pre-defin 1513123 3.35102285258
publish 1513154 2.50592481257
cone-shap 1513363 3.35102285258
fountain 1513388 3.35102285258
7 1513413 1.83250891271
shockwav 1514291 3.35102285258
rhodium 1514321 3.35102285258
textil 1514346 2.65205284825
low-yield 1514471 3.04999285692
inert 1514521 2.14690286993
dirt 1514921 2.39678034314
sepsi 1515164 3.04999285692
reason 1515213 3.35102285258
base 1515238 1.00466987813
algal 1521250 2.5728716022
spatial-tempor 1521402 3.04999285692
put 1521456 2.44793286559
ash 1521679 2.5728716022
asm 1521833 3.04999285692
step-up 1521883 3.35102285258
c.sub.2-c.sub.4-alkylen 1521908 3.35102285258
launch 1521934 3.35102285258
active-hydrogen-atom-contain 1521964 3.35102285258
moderate-to-high 1521995 3.35102285258
veloc 1522020 2.00860017176
round 1522613 3.04999285692
membrane-perm 1522669 3.35102285258
undergo 1522694 2.27184160654
assign 1523016 2.5728716022
lyotrop 1523197 3.35102285258
mg.sup.2+ 1523222 3.35102285258
upwel 1523248 3.35102285258
mercapto 1523273 3.35102285258
non-specif 1523298 2.87390159786
dust 1523373 2.87390159786
aqua-porin 1523451 3.35102285258
ballast-wat 1523476 3.35102285258
membran 1523501 1.05876678123
mist 1528419 2.27184160654
miss 1528755 2.87390159786
eddi 1528831 2.74896286126
polyetheretherketon 1528941 3.35102285258
zwitterion 1528966 3.35102285258
station 1528991 1.91965908843
calcium-coagul 1529705 3.35102285258
electro-coagul 1529730 3.35102285258
harmlessli 1529755 3.35102285258
scheme 1529781 3.04999285692
nh.sub.4.sup.+ 1529831 3.35102285258
schema 1529857 3.35102285258
adhes 1529881 2.5728716022
adher 1530046 1.88862485469
anti-backflow 1530816 3.35102285258
uv-cross-link 1530842 3.04999285692
behind 1530894 2.87390159786
getter 1530969 3.35102285258
polyepoxysuccin 1530994 3.35102285258
milligram 1531020 3.35102285258
high-precis 1531046 3.04999285692
stl 1531105 3.35102285258
grey 1531130 2.65205284825
feature-bas 1531262 3.04999285692
bridg 1531314 2.65205284825
orthograph 1531451 3.35102285258
consumpt 1531477 2.07226925163
toward 1531977 1.7075701761
colour 1533128 3.35102285258
randomli 1533159 2.74896286126
mol/catalyst 1533273 3.35102285258
coolant 1533298 2.5728716022
heaviest 1533457 3.04999285692
o-r 1533509 3.35102285258
regioselect 1533534 3.04999285692
braid-reinforc 1533584 3.35102285258
hemodialysi 1533609 3.35102285258
over-curr 1533635 3.35102285258
lid 1533667 2.35102285258
lie 1533929 3.35102285258
dentur 1533953 3.35102285258
terephthal 1533979 3.35102285258
nitrite-typ 1534003 3.04999285692
high-effici 1534053 3.35102285258
lip 1534083 2.44793286559
autoclav 1534295 3.35102285258
hydro-carbon 1534322 3.04999285692
ad-bas 1534374 3.35102285258
dehalogen 1534406 3.35102285258
350 1534432 3.04999285692
mixtur 1534484 1.13883524818
ultra- 1538663 3.04999285692
dielectr 1538715 3.35102285258
watt 1538741 3.35102285258
alpha 1538766 3.04999285692
intercal 1538824 3.04999285692
biotop 1538878 3.35102285258
co-flujo 1538904 3.35102285258
clear 1538933 2.35102285258
cleav 1539193 3.04999285692
flow-out 1539243 2.87390159786
clean 1539325 1.25411283958
skein 1542597 2.74896286126
blend 1542696 2.14690286993
humic 1543101 3.35102285258
humid 1543126 2.50592481257
phenomenon 1543307 2.5728716022
adsorb 1543471 1.62674698298
introducing/feed 1544830 3.04999285692
photoautotroph 1544888 3.35102285258
calcium-contain 1544913 3.35102285258
d-pantothen 1544938 2.87390159786
ymg 1545013 3.35102285258
porous-disk 1545039 3.35102285258
inciner 1545065 2.65205284825
multi-part 1545192 3.35102285258
palett 1545219 3.35102285258
waterproof 1545244 2.74896286126
intensifi 1545352 3.04999285692
nativ 1545403 3.04999285692
gravur 1545453 3.35102285258
molten 1545484 3.35102285258
ohmic 1545509 3.35102285258
fiber-opt 1545534 3.35102285258
co.sub.2-rich 1545559 3.35102285258
x 1545584 2.50592481257
hplc 1545769 2.74896286126
gell 1545873 3.04999285692
microel 1545923 3.35102285258
fluoresc 1545948 2.87390159786
eductor 1546023 3.35102285258
inocul 1546055 2.5728716022
leukocyt 1546205 2.5728716022
low-pow 1546356 3.35102285258
70.degre 1546381 3.35102285258
close 1546406 1.42674356652
quasi-submerg 1548611 3.35102285258
magnesium-reduc 1548636 3.35102285258
chemiluminesc 1548662 3.35102285258
particip 1548688 2.87390159786
bacteria-proof 1548775 3.35102285258
power-consum 1548800 3.35102285258
platelet 1548830 3.35102285258
box-lik 1548856 3.35102285258
web 1548882 2.17493159353
numer 1549321 2.50592481257
isol 1549500 1.90386482124
multilay 1550223 2.65205284825
nitrosonium 1550355 3.35102285258
spray 1550380 1.80695480823
distinguish 1551285 2.65205284825
.beta.-diketon 1551418 3.35102285258
both 1551443 1.32983355351
contaminant-flush 1554228 3.35102285258
anox 1554253 1.91965908843
delimit 1554930 3.04999285692
mega 1554981 3.35102285258
nano-por 1555005 3.35102285258
ecmp 1555030 3.35102285258
anod 1555055 1.88862485469
vault 1555825 3.35102285258
protector 1555850 3.35102285258
rainwat 1555875 2.87390159786
atopi 1555950 3.04999285692
proton 1556012 2.87390159786
header 1556087 2.50592481257
drainag 1556268 2.02880355785
vessel 1556807 1.48769999246
hydrocarbon-wat 1558635 3.35102285258
dip-typ 1558659 3.35102285258
image-level 1558690 3.35102285258
k.sub.d 1558715 3.35102285258
exert 1558741 3.04999285692
empti 1558798 2.35102285258
counter-curr 1559052 3.04999285692
dame 1559102 3.35102285258
alto 1559133 3.35102285258
carboxyl 1559164 2.39678034314
imag 1559390 0.976274506574
holotrop 1566006 3.35102285258
bio-film 1566032 2.87390159786
imac 1566106 3.04999285692
compound-bind 1566156 3.04999285692
coordin 1566206 2.17493159353
partli 1566622 2.65205284825
semantic-bas 1566752 3.35102285258
look 1566778 3.35102285258
fleec 1566810 3.35102285258
gas-tight 1566835 3.35102285258
rope 1566861 3.35102285258
while 1566887 1.21114376618
switching-on 1570536 3.35102285258
match 1570567 1.72777356219
fixtur 1571721 3.35102285258
loos 1571746 2.5728716022
loop 1571911 1.98929501657
pack 1572499 1.55863116309
10000 1574161 3.04999285692
hrct 1574211 3.35102285258
desorpt 1574242 3.04999285692
herein 1574291 1.62674698298
microbe-medi 1575679 3.35102285258
spong 1575705 2.87390159786
pre-boil 1575782 3.35102285258
612a 1575807 3.35102285258
chemisorpt 1575838 3.35102285258
